module	line	kind	name
StemFactorization	525	theorem	ASection._root_.differentiable_sphereUnit
StemFactorization	533	theorem	ASection._root_.sphereUnit_ne_zero
StemFactorization	549	theorem	ASection.stem_local_form
StemFactorization	752	theorem	ASection.logDeriv_local_form
StemFactorization	813	theorem	ASection.ledger_orderAt_zero
StemFactorization	826	theorem	ASection.ledger_residueAt_zero
StemRing	14	structure	used
StemRing	34	def	IsIntrinsic
StemRing	49	def	StemRing
StemRing	71	theorem	StemRing.differentiable
StemRing	74	theorem	StemRing.isIntrinsic
StemRing	85	theorem	StemRing.eq_zero_or_eq_zero_of_mul_eq_zero
StemRing	110	theorem	StemRing.real_on_real
SweepE5	89	theorem	sweepE5_level_readout
SweepE5	100	theorem	sweepE5_lift_level_tape
SweepE5	121	theorem	ASection.sweepE5_encounter_levels_unbounded_below
SweepE5	154	theorem	ASection.sweepE5_encounter_level_not_unique
SynthesisE6	86	theorem	unitSphereE6_nonempty
SynthesisE6	94	theorem	im_pos_of_close
SynthesisE6	104	theorem	sliceCoord_embed_of_im_pos
SynthesisE6	112	theorem	im_embed_ne_zero
SynthesisE6	130	theorem	ASection.exists_zero_level_above
SynthesisE6	154	theorem	ASection.negation_winding_configuration
SynthesisE6	197	theorem	ASection.zero_pole_pair_winding
SynthesisE6	228	theorem	ASection.zero_pole_pair_closes_through_witness
SynthesisE6	275	theorem	ASection.phi_shared_ladder_glue
SynthesisE6	325	theorem	ASection.in
SynthesisE6	326	theorem	ASection.phi_encounter_read_not_unique
Theorem	31	def	pi0Functor
Theorem	52	def	pi0Cocone
Theorem	68	def	toColimitObj
Theorem	77	theorem	toColimitObj_eq_of_hom
Theorem	92	theorem	toColimitObj_eq_of_zigzag
Theorem	108	def	pi0GrothendieckEquiv
Theorem	144	theorem	pi0_grothendieck
Theorem	171	def	ASection.transportLevel
Toolkit	7	theorem	in
Toolkit	47	def	Octonion.exp
Toolkit	57	theorem	Octonion.exp_sliceEmbed
Toolkit	75	theorem	Octonion.exp_sliceEmbed_of_im_neg
Toolkit	88	theorem	Octonion.norm_exp
Toolkit	110	theorem	Octonion.exp_ne_zero
Toolkit	117	theorem	Octonion.exp_sliceEmbed'
Toolkit	150	theorem	Octonion.exp_fibre_neg_real
Toolkit	246	theorem	stem_identity
Toolkit	274	theorem	exists_log_continuation
Toolkit	301	theorem	winding_lift_unique
Toolkit	343	theorem	winding_loop_defect
TransportObject	40	def	BaseC
TransportObject	51	def	BaseC.nPt
TransportObject	54	def	BaseC.lvl
TransportObject	73	theorem	BaseC.le_nPt
TransportObject	80	def	bandFunctorC
TransportObject	85	def	TotalTransport
TransportObject	94	def	TotalTransport.ofBase
TransportObject	100	def	TotalTransport.nObj
TransportObject	110	def	TotalTransport.toNHom
TransportObject	117	theorem	TotalTransport.zigzag_to_n
TransportObject	121	theorem	TotalTransport.classOf_eq_nClass
TransportObject	133	theorem	TotalTransport.transport_not_level_separating
TransportObject	149	structure	ASection.TransportWitness
TransportObject	162	def	ASection.Populated
TransportObject	168	def	ASection.populated
TransportObject	173	def	ASection.transportClass
TransportObject	184	theorem	ASection.concentricity_transport
TransportObject	195	theorem	ASection.transport_universal
TwoWorlds	35	def	SliceWorld
TwoWorlds	43	inductive	SliceWorld.Gen
TwoWorlds	59	inductive	SliceWorld.Rel
TwoWorlds	71	def	S2
TwoWorlds	77	def	S2.of
TwoWorlds	86	def	S2.directionHom
TwoWorlds	96	theorem	S2.directionHom_one
TwoWorlds	109	theorem	S2.directionHom_mul
TwoWorlds	125	def	H1.of
TwoWorlds	142	def	sectionFunctor
TwoWorlds	156	theorem	sectionFunctor_map_direction
TwoWorlds	166	theorem	sectionFunctor_obj
WeldW12	97	theorem	addMulI_re
WeldW12	103	theorem	addMulI_im
WeldW12	109	theorem	neg_I_mul_re
WeldW12	113	theorem	neg_one_mul_re
WeldW12	116	theorem	ofReal_mul_I_re
WeldW12	120	theorem	ofReal_mul_I_im
WeldW12	133	theorem	ASection.continuousOn_eulerSum
WeldW12	168	theorem	ASection.c2_tail_confinement
WeldW12	213	theorem	ASection.stemWinding_c2_factor
WeldW12	238	theorem	ASection.stemWinding_F_halfSpace
WeldW12	274	theorem	ASection.arg_control_right_wall
WeldW12	320	theorem	ASection.F_ne_zero_of_re_lt_lowerEdge
WeldW12	332	theorem	ASection.exists_leftWall_zero_free
WeldW12	358	theorem	stemWinding_eq_of_homotopy
WeldW12	483	theorem	stemWinding_comp_eq_zero_of_convex
WeldW12	529	theorem	stemWinding_eq_of_common_halfPlane
WeldW12	576	theorem	stemWinding_eq_zero_of_halfPlane
WeldW12	599	theorem	stemWinding_finset_prod
WeldW12	629	def	openRect
WeldW12	634	def	closedRect
WeldW12	641	theorem	convex_closedRect
WeldW12	653	def	rectAux
WeldW12	659	theorem	rectAux_of_le_one
WeldW12	665	theorem	rectAux_of_one_lt_le_two
WeldW12	671	theorem	rectAux_of_two_lt_le_three
WeldW12	677	theorem	rectAux_of_three_lt
WeldW12	688	theorem	continuous_rectAux
WeldW12	713	def	rectLoop
WeldW12	717	theorem	rectLoop_apply
WeldW12	720	theorem	rectLoop_closed
WeldW12	731	theorem	rectLoop_mem_closedRect
WeldW12	769	theorem	rectLoop_notMem_openRect
WeldW12	798	def	phaseLoop
WeldW12	802	theorem	phaseLoop_apply
WeldW12	806	theorem	phaseLoop_re
WeldW12	811	theorem	phaseLoop_im
WeldW12	816	theorem	phaseLoop_ne_zero
WeldW12	820	theorem	phaseLoop_closed
WeldW12	833	theorem	stemWinding_phaseLoop
WeldW12	855	theorem	stemWinding_rectLoop_sub_interior
WeldW12	958	theorem	ASection.exists_rect_head_finset
WeldW12	1001	theorem	ASection.stemWinding_F_rectLoop
WeldW12	1158	theorem	ASection.stemWinding_F_stripRect
WeldW12	1191	theorem	ASection.stemWinding_F_leftRegion
WeldW12	1230	theorem	ASection.counting_pair_of_two_levels
WeldW12	1351	theorem	openRect_disjoint_of_le
WeldW12	1370	theorem	ASection.trapped_counts_additive
WeldW3	104	theorem	Octonion.sliceEmbed_eq_smul
WeldW3	124	theorem	stem_direction_disconnected
WeldW3	147	theorem	Octonion.direction_path_to_neg
WeldW3	202	theorem	Octonion.companion_forced
WeldW3	224	def	ASection.sphereLoop
WeldW3	232	theorem	ASection.sphereLoop_apply
WeldW3	240	theorem	ASection.sphereLoop_closed
WeldW3	249	theorem	ASection.sphereLoop_encircles
WeldW3	271	theorem	ASection.sphereLoop_obstruction_empty
WeldW3	287	theorem	ASection.sphereLoop_companion
WeldW3	300	theorem	ASection.sphereLoop_tame
WeldW3	316	theorem	ASection.sphereLoop_crossing_isEmpty
WeldW3	327	theorem	ASection.sphereLoop_sigma_c_zero
WeldW3	348	theorem	ASection.sphereLoop_domain_winding_zero
WeldW3	364	theorem	Octonion.exp_fibre_re
WeldW3	377	theorem	Octonion.exp_fibre_concentric
WeldW3	391	theorem	Octonion.exp_kernel_unit_imaginary
WeldW3	425	theorem	ASection.sphereLoop_value_band
WeldW3	458	theorem	ASection.realize_sphereLoop
WeldW3	487	theorem	ASection.sphereLoop_value_winding
WeldW3	519	theorem	stemWinding_pos_meets_neg_real
WeldW3	576	theorem	ASection.sphereLoop_touches_degenerate
WeldW3	639	theorem	ASection.concentricity_via_weldW3
WeldW4	106	theorem	ASection.two_center_disjoint_counts
WeldW4	165	theorem	ASection.two_center_winding_onto_one_band
ZeroSpheres	29	def	zeroSphere
ZeroSpheres	34	theorem	_root_.G2.smul_mem_unitImaginarySphere
ZeroSpheres	41	theorem	mem_zeroSphere_iff
ZeroSpheres	70	theorem	zeroSphere_eq_orbit
ZeroSpheres	87	theorem	zeroSphere_zeros
ZeroSpheres	97	theorem	mem_zeroSphere_of_zetaO_zero
ZeroSpheres	112	theorem	_root_.Octonion.neg_mem_unitImaginarySphere
ZeroSpheres	123	theorem	zeroSphere_neg
ZeroSpheres	144	theorem	zeroSphere_disjoint
ZeroSpheres	163	theorem	zeroParams_infinite
ZeroSpheres	183	theorem	_root_.Octonion.unitImaginarySphere_nonempty
ZeroSpheres	190	theorem	zeroSphere_nonempty
ZeroSpheres	202	theorem	zeroSpheres_infinite
ZetaAssembly	37	theorem	weierstrassE_zero
ZetaAssembly	46	theorem	zetaProd_zero
ZetaAssembly	56	theorem	analyticOrderAt_ne_top_of_ne_zero
ZetaAssembly	69	theorem	xi_orderAt_ne_top
ZetaAssembly	74	theorem	zetaProd_orderAt_ne_top
ZetaAssembly	81	theorem	xiOverProd_meromorphicOn
ZetaAssembly	87	theorem	xiOverProd_orderAt
ZetaAssembly	101	theorem	xi_eq_unit_mul_zetaProd
ZetaAssembly	164	theorem	zeta_hadamard
ZetaConj	38	theorem	HasDerivAt.conj_comp_conj
ZetaConj	62	theorem	riemannZeta_conj
ZetaConj	125	theorem	riemannZeta_intrinsic
ZetaConj	130	theorem	riemannZeta_im_ofReal
ZetaConj	134	theorem	Gamma
ZetaCstar	29	def	zetaC
ZetaCstar	34	theorem	zetaC_coe
ZetaCstar	39	theorem	zetaC_one
ZetaCstar	43	theorem	zetaC_infty
ZetaCstar	51	theorem	zetaC_coe_eq_zero_iff
ZetaCstar	66	theorem	zetaC_zero_iff
ZetaDensity	27	theorem	zetaSection_liSum_summable
ZetaDensityCore	37	theorem	zetaUpperZeros_ball_finite
ZetaDensityCore	50	theorem	zetaEnum_count_le_sum_mult
ZetaDensityCore	106	theorem	sum_mult_le_finsum_divisor
ZetaDensityCore	157	theorem	zetaEnum_count_le
ZetaDensityCore	216	def	zetaShellIdx
ZetaDensityCore	220	theorem	zetaShellIdx_bounds
ZetaDensityCore	246	theorem	zeta_term_le_shell
ZetaDensityCore	260	theorem	zeta_shell_card_le
ZetaDensityCore	276	theorem	zeta_shell_count_bound
ZetaDensityCore	323	theorem	summable_shellBound
ZetaDensityCore	354	theorem	zetaSphereZero_density
ZetaDivisor	45	def	zetaUpperZeros
ZetaDivisor	50	theorem	zetaUpperZeros_countable
ZetaDivisor	66	theorem	zetaUpperZeros_infinite
ZetaDivisor	89	def	zetaZeroMult
ZetaDivisor	95	theorem	pattern
ZetaDivisor	96	theorem	zetaZeroMult_pos
ZetaDivisor	128	def	zetaZeroPairs
ZetaDivisor	131	theorem	zetaZeroPairs_countable
ZetaDivisor	136	theorem	zetaZeroPairs_infinite
ZetaDivisor	147	def	zetaZeroEnum
ZetaDivisor	157	def	zetaSphereZero
ZetaDivisor	160	theorem	zetaSphereZero_mem
ZetaDivisor	164	theorem	zetaSphereZero_im_pos
ZetaDivisor	167	theorem	zetaSphereZero_zero
ZetaDivisor	172	theorem	zetaSphereZero_surjective
ZetaDivisor	178	theorem	zetaSphereZero_range
ZetaDivisor	187	theorem	zetaSphereZero_range_infinite
ZetaInfinitude	37	def	xi
ZetaInfinitude	41	theorem	xi_eq
ZetaInfinitude	50	theorem	xi_entire
ZetaInfinitude	57	theorem	xi_zero
ZetaInfinitude	60	theorem	xi_one
ZetaInfinitude	68	theorem	completedRiemannZeta_neg_two_mul_ne_zero
ZetaInfinitude	97	theorem	xi_zeros_eq_nontrivialZeros
ZetaInfinitude	152	theorem	xi_analyticOnNhd
ZetaInfinitude	160	theorem	xi_meromorphicOrderAt_ne_top
ZetaInfinitude	173	theorem	xi_divisor_nonneg
ZetaInfinitude	180	theorem	xi_divisor_eq_zero_of_ne_zero
ZetaInfinitude	190	theorem	xi_divisor_support_finite
ZetaInfinitude	209	theorem	xi_factorization_of_finite
ZetaInfinitude	251	theorem	exists_log_of_entire_nonvanishing
ZetaInfinitude	292	theorem	one_le_riemannZeta_re_of_real
ZetaInfinitude	325	theorem	gamma_lower_bound_real
ZetaInfinitude	447	theorem	lambda0_norm_le
ZetaInfinitude	460	theorem	f_modif_norm_integrable
ZetaInfinitude	474	theorem	piece_A_bound
ZetaInfinitude	491	theorem	f_modif_exp_decay
ZetaInfinitude	544	theorem	piece_B_bound
ZetaInfinitude	610	theorem	lambda0_bound_right
ZetaInfinitude	632	theorem	lambda0_reflect
ZetaInfinitude	648	theorem	growth_massage
ZetaInfinitude	746	theorem	completedZeta
ZetaInfinitude	788	theorem	xi_growth
ZetaInfinitude	852	theorem	affine_of_subquadratic_growth
ZetaInfinitude	957	theorem	absorb_const
ZetaInfinitude	992	theorem	log_factor_growth
ZetaInfinitude	1157	theorem	xi_finprod_poly_bound
ZetaInfinitude	1222	theorem	riemannZeta_nontrivialZeros_infinite
ZetaOctonion	53	def	zetaO
ZetaOctonion	61	theorem	zetaO_infty
ZetaOctonion	68	theorem	zetaO_one
ZetaOctonion	74	theorem	sliceEmbed_ne_pole
ZetaOctonion	88	theorem	zetaO_sliceEmbed
ZetaOctonion	100	theorem	_root_.G2.smul_sliceCoord
ZetaOctonion	110	theorem	zetaO_equivariant
ZetaOctonion	129	theorem	sliceEmbed_eq_zero_iff
ZetaOctonion	155	theorem	zetaO_zero_iff
ZetaOctonion	163	theorem	sliceEmbed_ne_pole'
ZetaOctonion	181	theorem	zetaO_sliceEmbed_of_im_neg
ZetaOctonion	198	theorem	zetaO_ofReal
ZetaOctonion	223	theorem	zetaO_sliceEmbed'
ZetaOctonion	262	theorem	zetaO_mem_sliceSphere
ZetaPole	29	theorem	riemannZeta_analyticAt
ZetaPole	38	def	zetaPoleUnit
ZetaPole	41	theorem	zetaPoleUnit_one
ZetaPole	44	theorem	zetaPoleUnit_apply_of_ne
ZetaPole	51	theorem	zetaPoleUnit_analyticAt_one
ZetaPole	66	theorem	riemannZeta_meromorphicAt_one
ZetaPole	81	theorem	riemannZeta_meromorphicOn
ZetaPole	92	theorem	riemannZeta_orderAt_one
ZetaPole	108	def	zetaRfac
ZetaPole	111	theorem	zetaRfac_apply_of_ne
ZetaRealZeros	46	def	etaPair
ZetaRealZeros	50	def	etaPaired
ZetaRealZeros	53	def	zterm
ZetaRealZeros	57	theorem	etaPair_eq_integral
ZetaRealZeros	94	theorem	etaPair_norm_le
ZetaRealZeros	121	theorem	summable_pairBound
ZetaRealZeros	139	theorem	differentiable_etaPair
ZetaRealZeros	155	theorem	summable_etaPair
ZetaRealZeros	162	theorem	etaPaired_analyticOnNhd
ZetaRealZeros	209	theorem	etaPaired_eq_of_one_lt_re
ZetaRealZeros	265	def	poleFactor
ZetaRealZeros	268	theorem	poleFactor_apply_of_ne
ZetaRealZeros	273	theorem	differentiable_two_cpow_one_sub
ZetaRealZeros	286	theorem	poleFactor_analyticAt
ZetaRealZeros	335	theorem	zetaPoleUnit_analyticAt
ZetaRealZeros	349	theorem	etaPaired_eq_poleFactor_mul
ZetaRealZeros	381	theorem	riemannZeta_ne_zero_of_real_mem_Ioo
ZetaRealZeros	431	theorem	nontrivialZero_im_ne_zero
ZetaSection	64	def	zetaEulerLog
ZetaSection	70	theorem	zetaC2_intrinsic
ZetaSection	78	theorem	norm_prime_cpow_neg
ZetaSection	85	theorem	norm_prime_cpow_neg_lt_one
ZetaSection	95	theorem	zetaEulerLog_eq_of_re_pos
ZetaSection	131	theorem	differentiableAt_eulerLog_classical
ZetaSection	154	theorem	zetaC2_analyticAt
ZetaSection	172	theorem	zetaC2_zero_free
ZetaSection	194	theorem	summable_prime_cpow_neg
ZetaSection	205	theorem	zetaC2_summable
ZetaSection	221	theorem	zetaC2_euler
ZetaSection	231	theorem	zetaC2_locMajorant
ZetaSection	285	theorem	zetaRfac_intrinsic
ZetaSection	301	theorem	zetaRfac_entire
ZetaSection	332	theorem	zetaRfac_zeros_real
ZetaSection	358	theorem	zetaC3_package
ZetaSection	395	def	zetaGfac
ZetaSection	397	theorem	zetaGfac_intrinsic
ZetaSection	400	theorem	zetaGfac_entire
ZetaSection	403	theorem	zetaC3_multipliable
ZetaSection	407	theorem	zetaC3_locMajorant
ZetaSection	413	theorem	zetaC3_factorization
ZetaSection	429	def	zetaSection
ZetaStrip	37	theorem	completedRiemannZeta_eq_zero_of_zeta
ZetaStrip	48	theorem	riemannZeta_eq_zero_of_completed
ZetaStrip	59	theorem	nontrivialZero_re_mem_Ioo
ZetaWeierstrass	38	theorem	logTaylor_neg_eq
ZetaWeierstrass	58	theorem	weierstrassE_eq_exp_tail
ZetaWeierstrass	73	theorem	norm_weierstrassE_sub_one_le
ZetaWeierstrass	112	theorem	norm_spherePrimary_sub_one_le
ZetaWeierstrass	168	theorem	zetaSphereZero_norm_lt_finite
ZetaWeierstrass	203	theorem	zetaWeierstrass_bound_of_far
ZetaWeierstrass	222	theorem	summable_geoBound
ZetaWeierstrass	232	theorem	zetaC3_multipliable_proved
ZetaWeierstrass	249	theorem	zetaC3_locMajorant_proved
ZetaXiMatch	39	theorem	weierstrassE_conj
ZetaXiMatch	51	theorem	spherePrimary_conj
ZetaXiMatch	66	theorem	AnalyticAt.conj_comp_conj
ZetaXiMatch	92	theorem	IsIntrinsic.analyticOrderAt_conj
ZetaXiMatch	128	def	zetaProd
ZetaXiMatch	133	theorem	zetaProd_analyticAt
ZetaXiMatch	157	theorem	zetaProd_intrinsic
ZetaXiMatch	172	theorem	completedRiemannZeta
ZetaXiMatch	223	theorem	xi_intrinsic
ZetaXiMatch	232	theorem	zetaSphereZero_fiber_finite
ZetaXiMatch	243	theorem	zetaSphereZero_fiber_ncard
ZetaXiMatch	289	theorem	zetaProd_ne_zero
ZetaXiMatch	305	theorem	zetaTail_summable
ZetaXiMatch	319	theorem	zetaProd_split
ZetaXiMatch	347	theorem	zetaProd_orderAt_upper
ZetaXiMatch	472	theorem	xi_analyticAt
ZetaXiMatch	477	theorem	riemannZeta_orderAt_ne_top
ZetaXiMatch	495	theorem	Gamma
ZetaXiMatch	537	theorem	xi_orderAt_upper
ZetaXiMatch	575	theorem	xi_orderAt_eq_zetaProd_orderAt
